"species","stateProvince","decimalLatitude","decimalLongitude"
"Acacia spirorbis","Queensland",-19.993611,148.049444
"Eucalyptus chlorophylla","Queensland",-16.673473,144.092786
"Doryphora aromatica","Queensland",-17.173465,145.592771
"Wilkiea angustifolia","Queensland",-15.823472,145.29277
"Eupomatia laurina","Queensland",-27.290073,152.759402
"Corymbia dichromophloia","Queensland",-19.39016,139.70952
"Freycinetia excelsa","Queensland",-17.256801,145.426111
"Coelospermum reticulatum","Queensland",-17.140131,145.559437
"Canarium australasicum","Queensland",-13.540156,143.476119
"Leptospermum juniperinum","Queensland",-27.573401,153.092732
"Flindersia pimenteliana","Queensland",-16.940133,145.892768
"Flindersia laevicarpa","Queensland",-17.173465,145.592771
"Eucalyptus fibrosa","Queensland",-27.456736,153.059394
"Drypetes iodoformis","Queensland",-15.823472,145.309437
"Strychnos minor","Queensland",-12.756827,143.25945
"Litsea bennettii","Queensland",-16.440137,145.259439
"Eucalyptus microtheca","Queensland",-17.973487,141.492825
"Asteromyrtus symphyocarpa","Queensland",-14.340147,144.509436
"Ixora timorensis","Queensland",-16.02347,145.342773
"Diospyros laurina","Queensland",-17.006798,145.709437
"Ilex arnhemensis","Queensland",-14.308333,144.441667
"Paphia meiniana","Queensland",-16.440137,145.259439
"Actephila foetida","Queensland",-17.256798,145.842771
"Drypetes deplanchei","Queensland",-20.173449,146.759444
"Beilschmiedia volckii","Queensland",-17.623463,145.659441
"Cyperus betchei","Queensland",-27.323425,149.892784
"Cordia dichotoma","Queensland",-12.756827,143.25945
"Xylopia maccreae","Queensland",-15.823472,145.34277
"Haplopteris ensiformis","Queensland",-16.440137,145.259439
"Syzygium erythrodoxum","Queensland",-17.256798,145.842771
"Palhinhaea cernua","Queensland",-25.990071,153.076049
"Melaleuca arcana","Queensland",-14.340149,144.342776
"Triunia montana","Queensland",-16.440137,145.259439
"Myristica globosa","Queensland",-16.02347,145.342773
"Micromelum minutum","Queensland",-12.756827,143.25945
"Eucalyptus tereticornis","Queensland",-25.125,152.575
"Corymbia lamprophylla","Queensland",-20.190121,146.009453
"Callicarpa brevistyla","Queensland",-14.590144,144.592774
"Balanops australiana","Queensland",-17.106798,145.626104
"Tephrosia rosea","Queensland",-20.656809,142.459499
"Nephrolepis cordifolia","Queensland",-17.006798,145.592771
"Aristolochia sparusifolia","Queensland",-16.456804,145.109439
"Cynanchum viminale","Queensland",-18.740123,146.309442
"Lindsayomyrtus racemoides","Queensland",-16.106804,145.459439
"Steganthera laxiflora","Queensland",-16.458333,145.208333
"Pseuderanthemum variabile","Queensland",-9.923511,144.042753
"Acacia victoriae","Queensland",-19.456801,144.309467
"Dallachya vitiensis","Queensland",-15.075,145.125
"Cryptocarya grandis","Queensland",-15.790138,145.29277
"Acacia fimbriata","Queensland",-23.040089,150.276082
"Acacia leptoloba","Queensland",-17.423467,145.176111
"Denhamia cunninghamii","Queensland",-17.973487,141.492825
"Lindsayomyrtus racemoides","Queensland",-16.17347,145.176106
"Gynochthodes ammitia","Queensland",-14.590144,144.592774
"Eucalyptus leptophleba","Queensland",-12.706827,143.342783
"Eucalyptus platyphylla","Queensland",-15.756805,145.009437
"Codiaeum variegatum","Queensland",-16.02347,145.342773
"Lithomyrtus retusa","Queensland",-16.756806,144.092786
"Euodia pubifolia","Queensland",-16.138193,145.440551
"Panicum simile","Queensland",-27.540068,153.176065
"Loeseneriella barbata","Queensland",-18.273458,146.242772
"Acronychia acuminata","Queensland",-16.090137,145.342773
"Cassytha filiformis","Queensland",-26.023403,153.09272
"Acacia leptostachya","Queensland",-15.658333,144.558333
"Cyclophyllum rostellatum","Queensland",-14.590144,144.592774
"Leiocarpa brevicompta","Queensland",-26.606762,149.042786
"Eragrostis basedowii","Queensland",-17.973484,141.509486
"Sesuvium portulacastrum","Queensland",-27.640068,153.026065
"Banksia aquilonia","Queensland",-17.390134,145.392777
"Aristida holathera","Queensland",-17.990154,141.359491
"Neosepicaea jucunda","Queensland",-16.02347,145.342773
"Adenia heterophylla","Queensland",-16.090137,145.459439
"Dendrocnide moroides","Queensland",-12.756827,143.25945
"Hakea lorea","Queensland",-26.906765,148.926127
"Olearia subspicata","Queensland",-20.740158,139.509527
"Acacia platycarpa","Queensland",-20.706796,145.209466
"Cryptocarya melanocarpa","Queensland",-17.523463,145.559441
"Eucalyptus herbertiana","Queensland",-19.39016,139.70952
"Myrsine achradifolia","Queensland",-16.456804,145.109439
"Eucalyptus granitica","Queensland",-17.390134,145.342777
"Eucalyptus orgadophila","Queensland",-20.006802,144.342808
"Breynia cernua","Queensland",-17.523463,145.559441
"Chrysocephalum apiculatum","Queensland",-27.390069,153.126061
"Zieria aspalathoides","Queensland",-28.840077,151.976101
"Lithomyrtus retusa","Queensland",-14.256815,144.42611
"Eucalyptus pilularis","Queensland",-27.490069,153.459394
"Durandea jenkinsii","Queensland",-12.756827,143.25945
"Ximenia americana","Queensland",-13.756822,143.176119
"Chionanthus ramiflorus","Queensland",-15.173473,145.092769
"Crotalaria montana","Queensland",-17.756824,140.959495
"Eucalyptus brassiana","Queensland",-14.340149,144.42611
"Denhamia celastroides","Queensland",-26.79007,153.142724
"Gossia bidwillii","Queensland",-17.606797,145.642774
"Eucalyptus melliodora","Queensland",-28.140074,152.35942
"Lygodium microphyllum","Queensland",-26.056736,153.09272
"Atractocarpus sessilis","Queensland",-15.790138,145.29277
"Acacia colei","Queensland",-19.690163,139.376196
"Beilschmiedia obtusifolia","Queensland",-15.149444,145.092778
"Syzygium malaccense","Queensland",-15.173473,145.092769
"Austrosteenisia blackii","Queensland",-27.390069,153.042728
"Leucopogon lanceolatus","Queensland",-27.556742,152.142749
"Tripladenia cunninghamii","Queensland",-27.323406,152.759402
"Irvingbaileya australis","Queensland",-16.090137,145.259439
"Dendrophthoe glabrescens","Queensland",-12.706827,143.342783
"Austromyrtus dulcis","Queensland",-26.473403,153.109387
"Digitaria nematostachya","Queensland",-17.973484,141.509486
"Schoenoplectus subulatus","Queensland",-18.040125,146.042772
"Hubera nitidissima","Queensland",-27.823405,152.79274
"Gossia bidwillii","Queensland",-20.090116,146.926111
"Solanum corifolium","Queensland",-27.25674,152.676069
"Pilidiostigma tropicum","Queensland",-17.756797,145.559441
"Geijera salicifolia","Queensland",-20.173449,146.759444
"Digitaria bicornis","Queensland",-15.323478,144.059446
"Capparis arborea","Queensland",-26.973415,151.842747
"Diplazium dilatatum","Queensland",-17.54013,145.626107
"Heliotropium sarmentosum","Queensland",-12.756827,143.25945
"Leptospermum wooroonooran","Queensland",-16.440137,145.259439
"Arytera pauciflora","Queensland",-17.59013,145.726107
"Guioa acutifolia","Queensland",-16.390137,145.209439
"Diplachne fusca","Queensland",-27.390069,153.126061
"Eremophila deserti","Queensland",-27.306747,151.692752
"Coelospermum reticulatum","Queensland",-12.640161,143.40945
"Aristida calycina","Queensland",-17.973484,141.509486
"Aristida holathera","Queensland",-17.890154,141.226158
"Leptospermum purpurascens","Queensland",-12.675,143.258333
"Derris trifoliata","Queensland",-16.840133,145.742768
"Helicia grayi","Queensland",-16.518469,145.271108
"Leptospermum wooroonooran","Queensland",-17.256798,145.859437
"Thryptomene oligandra","Queensland",-14.340149,144.42611
"Cardwellia sublimis","Queensland",-16.458333,145.208333
"Dysoxylum mollissimum","Queensland",-15.173473,145.092769
"Dysoxylum papuanum","Queensland",-17.273465,145.576104
"Xanthorrhoea johnsonii","Queensland",-17.206798,145.809437
"Xanthostemon umbrosus","Queensland",-12.756827,143.25945
"Drosera burmannii","Queensland",-27.590068,153.092732
"Xanthostemon umbrosus","Queensland",-12.756827,143.176116
"Jacksonia rhadinoclona","Queensland",-20.673462,145.176133
"Rockinghamia brevipes","Queensland",-17.256798,145.842771
"Medicosma sessiliflora","Queensland",-16.106804,145.459439
"Pimelodendron amboinicum","Queensland",-12.840161,143.342783
"Medicosma sessiliflora","Queensland",-16.106804,145.459439
"Bostrychia tenella","Queensland",-16.090137,145.492773
"Angiopteris evecta","Queensland",-17.856794,146.0761
"Cymodocea serrulata","Queensland",-27.506735,153.409399
"Woollsia pungens","Queensland",-28.290071,152.709411
"Dicksonia herbertii","Queensland",-16.440137,145.259439
"Corymbia watsoniana","Queensland",-25.673418,151.092745
"Syzygium malaccense","Queensland",-15.149444,145.092778
"Dysoxylum pettigrewianum","Queensland",-16.02347,145.342773
"Utricularia dichotoma","Queensland",-27.590068,153.092732
"Corymbia ellipsoidea","Queensland",-17.506799,145.009447
"Haplostichanthus submontanus","Queensland",-15.790139,145.29277
"Flindersia oppositifolia","Queensland",-17.256798,145.859437
"Indigofera colutea","Queensland",-9.901389,142.775
"Quintinia fawkneri","Queensland",-15.823472,145.29277
"Hedraianthera porphyropetala","Queensland",-16.106804,145.459439
"Eucalyptus brassiana","Queensland",-15.756805,145.009437
"Ixora biflora","Queensland",-16.106804,145.459439
"Guioa lasioneura","Queensland",-16.090137,145.259439
"Herposiphonia secunda","Queensland",-26.390069,153.109387
"Cryptocarya leucophylla","Queensland",-15.823472,145.309437
"Eucalyptus shirleyi","Queensland",-17.475,144.925
"Hibiscus meraukensis","Queensland",-19.39016,139.70952
"Pittosporum rubiginosum","Queensland",-16.006804,145.259439
"Hanslia ormocarpoides","Queensland",-12.590161,143.342783
"Motherwellia haplosciadea","Queensland",-16.440137,145.259439
"Myrsine porosa","Queensland",-16.106804,145.459439
"Macropteranthes montana","Queensland",-17.423467,145.009444
"Dianella odorata","Queensland",-16.140137,145.326106
"Syzygium papyraceum","Queensland",-17.756797,145.559441
"Acacia hispidula","Queensland",-28.841667,151.958333
"Eucalyptus bancroftii","Queensland",-26.056736,153.04272
"Syzygium macilwraithianum","Queensland",-13.756822,143.342786
"Schistocarpaea johnsonii","Queensland",-15.790138,145.29277
"Nothocissus penninervis","Queensland",-16.458333,145.208333
"Antrophyum callifolium","Queensland",-12.673494,143.25945
"Eucalyptus platyphylla","Queensland",-18.673462,145.12612
"Chenopodium trigonon","Queensland",-28.340078,151.609429
"Callicarpa longifolia","Queensland",-17.323465,145.509437
"Hibbertia stirlingii","Queensland",-17.423467,145.259444
"Cyanothamnus occidentalis","Queensland",-20.756796,145.176133
"Acronychia acronychioides","Queensland",-13.673489,143.342786
"Myriophyllum crispatum","Queensland",-27.513889,152.354167
"Corymbia leichhardtii","Queensland",-20.190121,146.009453
"Solanum nobile","New South Wales",-28.256741,152.492753
"Melaleuca arcana","Queensland",-14.340149,144.42611
"Denhamia cunninghamii","Queensland",-17.340136,144.592784
"Corymbia abergiana","Queensland",-17.388467,145.350555
"Gomphrena flaccida","Queensland",-17.956817,141.626153
"Denhamia disperma","Queensland",-20.173449,146.759444
"Albizia retusa","Queensland",-12.790161,143.342783
"Syzygium angophoroides","Queensland",-14.590144,144.592774
"Eucalyptus staigeriana","Queensland",-16.256806,144.759446
"Randia tuberculosa","Queensland",-15.823472,145.29277
"Hibiscus krichauffianus","Queensland",-20.090116,146.926111
"Celtis paniculata","Queensland",-20.173449,146.759444
"Gonocarpus micranthus","Queensland",-26.073403,153.059387
"Elaeocarpus eumundi","Queensland",-13.540156,143.476119
"Rhodamnia sessiliflora","Queensland",-16.106804,145.459439
"Melichrus urceolatus","Queensland",-17.140131,145.559437
"Syzygium cryptophlebium","Queensland",-15.808333,145.325
"Corymbia clarksoniana","Queensland",-25.923416,151.592737
"Cyperus laevigatus","Queensland",-27.390069,153.126061
"Syringodium isoetifolium","Queensland",-27.406736,153.442728
"Cheilanthes tenuifolia","Queensland",-18.423458,146.259438
"Solanum gympiense","Queensland",-26.090075,152.692726
"Melodinus australis","Queensland",-17.140131,145.592771
"Goniothalamus australis","Queensland",-16.458333,145.208333
"Ardisia brevipedata","Queensland",-17.59013,145.726107
"Trentepohlia peruana","Queensland",-16.440137,145.276106
"Agathis microstachya","Queensland",-17.31152,145.650548
"Leucopogon lanceolatus","Queensland",-26.79007,153.05939
"Corymbia confertiflora","Queensland",-17.84015,141.509486
"Mischocarpus exangulatus","Queensland",-16.390137,145.209439
"Bursaria incana","Queensland",-20.423461,145.50946
"Mitrasacme connata","Queensland",-17.090131,145.509437
"Melaleuca viridiflora","Queensland",-14.340147,144.509436
"Ixora biflora","Queensland",-16.106804,145.459439
"Eucalyptus crebra","Queensland",-20.173449,146.759444
"Lomandra laxa","Queensland",-26.123403,153.076054
"Boronia alulata","Queensland",-14.341667,144.425
"Endiandra acuminata","Queensland",-16.940133,145.892768
"Cleistanthus semiopacus","Queensland",-17.340129,146.00943
"Petalostylis labicheoides","Queensland",-21.573443,146.926118
"Acacia torulosa","Queensland",-15.491667,145.275
"Cissus reniformis","Queensland",-20.173449,146.759444
"Trochocarpa laurina","Queensland",-28.091667,153.458333
"Senna notabilis","Queensland",-20.306821,140.092852
"Eucalyptus staigeriana","Queensland",-16.256806,144.759446
"Acacia leptostachya","Queensland",-20.006776,148.092755
"Hernandia albiflora","Queensland",-16.140137,145.442773
"Sphalmium racemosum","Queensland",-16.458333,145.208333
"Larsenaikia ochreata","Queensland",-20.090116,146.926111
"Alyxia ilicifolia","Queensland",-15.823472,145.29277
"Hymenophyllum javanicum","Queensland",-16.440137,145.259439
"Acacia melanoxylon","Queensland",-16.458333,145.208333
"Acacia polifolia","Queensland",-23.656754,150.392748
"Schoenoplectus subulatus","Queensland",-20.906771,148.776086
"Xanthosia pilosa","Queensland",-28.290071,152.709411
"Diospyros peninsularis","Queensland",-12.673494,143.25945
"Corymbia clarksoniana","Queensland",-19.75678,147.509426
"Sphenostemon lobosporus","Queensland",-16.458333,145.208333
"Aotus ericoides","Queensland",-26.840074,152.976064
"Cassytha filiformis","Queensland",-9.901389,142.775
"Acronychia acronychioides","Queensland",-15.790138,145.29277
"Tecticornia pergranulata","Queensland",-27.390069,153.126061
"Corymbia citriodora","Queensland",-17.423467,145.259444
"Aleurites moluccanus","Queensland",-12.756827,143.25945
"Banksia conferta","Queensland",-28.273404,152.709411
"Eucalyptus tardecidens","Queensland",-16.558333,145.125
"Dysoxylum alliaceum","Queensland",-16.106804,145.459439
"Fimbristylis dichotoma","Queensland",-27.390069,153.126061
"Terminalia muelleri","Queensland",-12.756827,143.25945
"Xylopia maccreae","Queensland",-16.02347,145.342773
"Jacksonia ramosissima","Queensland",-20.640129,145.292799
"Melaleuca viridiflora","Queensland",-20.091667,148.508333
"Choretrum candollei","Queensland",-27.106747,151.892752
"Lomandra hystrix","Queensland",-16.458333,145.208333
"Irvingbaileya australis","Queensland",-15.823472,145.29277
"Pultenaea euchila","Queensland",-27.556742,152.142749
"Persicaria orientalis","Queensland",-27.440073,152.542736
"Acacia blakei","Queensland",-28.073404,152.592745
"Eucalyptus leptophleba","Queensland",-16.59014,144.009453
"Eucalyptus persistens","Queensland",-18.123466,144.926123
"Pultenaea villosa","Queensland",-26.006736,153.04272
"Sphenostemon lobosporus","Queensland",-17.156798,145.642771
"Cyperus iria","Queensland",-27.323425,149.892784
"Aristida latifolia","Queensland",-17.973487,141.492825
"Melaleuca viridiflora","Queensland",-12.640161,143.376116
"Archidendron grandiflorum","Queensland",-14.275,144.441667
"Trentepohlia abietina","Queensland",-28.056741,152.40942
"Smilax australis","Queensland",-26.123403,153.076054
"Trentepohlia peruana","Queensland",-18.606792,145.809448
"Melicope broadbentiana","Queensland",-16.456804,145.109439
"Tephrosia lasiochlaena","Queensland",-19.39016,139.75952
"Eleocharis atricha","Queensland",-27.606735,153.126065
"Hakea benthamii","Queensland",-19.090122,146.092778
"Erythrotrichia carnea","Queensland",-27.256736,153.126061
"Solanum aviculare","Queensland",-27.290073,152.759402
"Parsonsia lanceolata","Queensland",-20.090116,146.926111
"Dysoxylum arborescens","Queensland",-16.256804,145.426106
"Chloris divaricata","Queensland",-25.691667,150.791667
"Corymbia intermedia","Queensland",-25.673418,151.092745
"Cananga odorata","Queensland",-12.756827,143.25945
"Synima macrophylla","Queensland",-16.458333,145.208333
"Xanthophyllum octandrum","Queensland",-13.540156,143.476119
"Uraria lagopodioides","Queensland",-17.090131,145.509437
"Hibbertia velutina","Queensland",-22.923422,150.709405
"Dianella longifolia","Queensland",-27.356736,153.109394
"Acacia lazaridis","Queensland",-20.425,145.558333
"Melicope affinis","Queensland",-16.573469,145.259442
"Syzygium alliiligneum","Queensland",-17.623463,145.826107
